"","zip","childcare_programs","licensed_capacity","programs_accepting_subsidies","children_under_six","month","year"
"1256","64161",2,403,1,11,"September","2020"
"1257","64402",3,87,1,206,"September","2020"
"1258","64424",6,80,1,351,"September","2020"
"1259","64429",2,105,1,489,"September","2020"
"1260","64439",1,78,NA,88,"September","2020"
"1261","64444",1,48,NA,70,"September","2020"
"1262","64448",2,30,NA,40,"September","2020"
"1263","64454",3,90,1,123,"September","2020"
"1264","64463",2,58,2,70,"September","2020"
"1265","64465",3,89,1,176,"September","2020"
"1266","64468",7,168,2,684,"September","2020"
"1267","64476",1,10,NA,8,"September","2020"
"1268","64485",3,98,1,512,"September","2020"
"1269","64489",4,40,1,226,"September","2020"
"1270","64501",5,198,5,760,"September","2020"
"1271","64503",5,158,5,854,"September","2020"
"1272","64504",1,10,1,754,"September","2020"
"1273","64506",7,406,3,1527,"September","2020"
"1274","64507",9,378,5,986,"September","2020"
"1275","64601",9,222,5,671,"September","2020"
"1276","64628",4,85,1,387,"September","2020"
"1277","64633",5,138,1,392,"September","2020"
"1278","64640",1,99,NA,222,"September","2020"
"1279","64644",3,40,1,210,"September","2020"
"1280","64648",1,30,1,293,"September","2020"
"1281","64658",5,40,1,201,"September","2020"
"1282","64659",1,10,NA,68,"September","2020"
"1283","64673",1,10,NA,177,"September","2020"
"1284","64683",4,167,3,548,"September","2020"
"1285","64701",9,298,3,1249,"September","2020"
"1286","64720",1,20,NA,214,"September","2020"
"1287","64724",1,40,1,194,"September","2020"
"1288","64725",2,83,2,162,"September","2020"
"1289","64730",3,52,2,524,"September","2020"
"1290","64735",4,300,3,584,"September","2020"
"1291","64742",1,10,NA,105,"September","2020"
"1292","64744",5,96,3,636,"September","2020"
"1293","64747",1,30,1,153,"September","2020"
"1294","64759",9,174,2,562,"September","2020"
"1295","64761",1,60,1,101,"September","2020"
"1296","64772",12,250,6,898,"September","2020"
"1297","64779",1,20,1,165,"September","2020"
"1298","64801",20,914,17,1911,"September","2020"
"1299","64804",19,958,12,2382,"September","2020"
"1300","64831",1,10,1,532,"September","2020"
"1301","64834",6,220,2,870,"September","2020"
"1302","64835",1,60,1,138,"September","2020"
"1303","64836",7,445,1,1935,"September","2020"
"1304","64840",1,20,1,151,"September","2020"
"1305","64844",3,106,3,357,"September","2020"
"1306","64850",5,107,3,1906,"September","2020"
"1307","64854",2,50,2,421,"September","2020"
"1308","64862",3,104,2,422,"September","2020"
"1309","64865",4,40,1,325,"September","2020"
"1310","64870",11,443,5,1282,"September","2020"
"1311","65010",8,215,2,405,"September","2020"
"1312","65013",1,20,1,153,"September","2020"
"1313","65016",2,20,NA,86,"September","2020"
"1314","65018",13,263,6,449,"September","2020"
"1315","65020",11,440,5,771,"September","2020"
"1316","65026",7,175,2,815,"September","2020"
"1317","65035",1,10,NA,234,"September","2020"
"1318","65038",1,70,1,NA,"September","2020"
"1319","65039",1,10,NA,179,"September","2020"
"1320","65041",5,88,1,247,"September","2020"
"1321","65043",8,282,6,673,"September","2020"
"1322","65046",1,20,NA,128,"September","2020"
"1323","65049",4,210,2,542,"September","2020"
"1324","65051",8,153,3,229,"September","2020"
"1325","65052",2,87,1,126,"September","2020"
"1326","65054",3,150,2,61,"September","2020"
"1327","65059",1,20,NA,31,"September","2020"
"1328","65063",3,80,2,205,"September","2020"
"1329","65065",4,338,3,308,"September","2020"
"1330","65066",5,150,2,243,"September","2020"
"1331","65074",2,30,NA,160,"September","2020"
"1332","65075",2,20,NA,75,"September","2020"
"1333","65076",2,30,1,53,"September","2020"
"1334","65078",1,14,NA,255,"September","2020"
"1335","65081",1,65,1,344,"September","2020"
"1336","65082",2,40,NA,80,"September","2020"
"1337","65084",1,88,1,645,"September","2020"
"1338","65085",1,58,1,67,"September","2020"
"1339","65101",22,1450,16,1794,"September","2020"
"1340","65109",22,1220,11,3076,"September","2020"
"1341","65201",27,1319,12,1544,"September","2020"
"1342","65202",34,937,12,4038,"September","2020"
"1343","65203",47,2156,18,4176,"September","2020"
"1344","65231",3,30,NA,188,"September","2020"
"1345","65233",11,264,7,683,"September","2020"
"1346","65236",1,20,NA,133,"September","2020"
"1347","65239",1,10,1,57,"September","2020"
"1348","65240",7,124,1,547,"September","2020"
"1349","65248",8,96,2,307,"September","2020"
"1350","65251",10,369,6,971,"September","2020"
"1351","65254",2,30,1,147,"September","2020"
"1352","65255",7,186,2,311,"September","2020"
"1353","65256",2,80,1,76,"September","2020"
"1354","65259",2,30,2,237,"September","2020"
"1355","65261",1,10,NA,103,"September","2020"
"1356","65262",1,63,1,103,"September","2020"
"1357","65265",15,277,4,876,"September","2020"
"1358","65270",9,327,8,1279,"September","2020"
"1359","65275",4,114,3,101,"September","2020"
"1360","65281",5,78,3,196,"September","2020"
"1361","65284",1,43,1,108,"September","2020"
"1362","65301",19,907,13,2521,"September","2020"
"1363","65323",1,90,1,46,"September","2020"
"1364","65325",1,10,NA,143,"September","2020"
"1365","65336",7,317,NA,478,"September","2020"
"1366","65338",1,40,1,103,"September","2020"
"1367","65340",6,100,2,1302,"September","2020"
"1368","65355",3,131,3,463,"September","2020"
"1369","65360",2,48,2,403,"September","2020"
"1370","65401",14,734,9,2224,"September","2020"
"1371","65441",1,10,NA,351,"September","2020"
"1372","65452",1,40,1,256,"September","2020"
"1373","65453",4,213,3,412,"September","2020"
"1374","65459",3,40,NA,373,"September","2020"
"1375","65483",4,149,2,252,"September","2020"
"1376","65486",3,79,1,247,"September","2020"
"1377","65536",15,567,12,2108,"September","2020"
"1378","65542",3,50,NA,308,"September","2020"
"1379","65548",2,60,1,323,"September","2020"
"1380","65556",1,26,NA,189,"September","2020"
"1381","65559",2,33,NA,515,"September","2020"
"1382","65560",3,30,3,927,"September","2020"
"1383","65565",3,74,3,176,"September","2020"
"1384","65570",1,20,NA,17,"September","2020"
"1385","65571",1,48,1,56,"September","2020"
"1386","65582",3,40,1,83,"September","2020"
"1387","65583",7,485,5,737,"September","2020"
"1388","65584",5,189,2,1019,"September","2020"
"1389","65588",1,100,NA,110,"September","2020"
"1390","65605",5,60,4,638,"September","2020"
"1391","65606",3,60,2,177,"September","2020"
"1392","65608",2,94,1,596,"September","2020"
"1393","65609",1,19,NA,28,"September","2020"
"1394","65613",7,311,7,1064,"September","2020"
"1395","65614",1,19,NA,47,"September","2020"
"1396","65616",12,487,8,1668,"September","2020"
"1397","65617",1,45,1,0,"September","2020"
"1398","65619",2,142,1,508,"September","2020"
"1399","65622",6,228,5,503,"September","2020"
"1400","65625",3,79,3,594,"September","2020"
"1401","65631",4,148,4,530,"September","2020"
"1402","65632",1,10,NA,194,"September","2020"
"1403","65633",2,30,1,331,"September","2020"
"1404","65646",1,20,1,83,"September","2020"
"1405","65648",2,130,2,372,"September","2020"
"1406","65653",3,40,1,268,"September","2020"
"1407","65655",1,20,1,88,"September","2020"
"1408","65662",1,20,NA,32,"September","2020"
"1409","65667",2,50,NA,192,"September","2020"
"1410","65668",3,55,2,35,"September","2020"
"1411","65672",1,28,1,430,"September","2020"
"1412","65679",1,10,NA,114,"September","2020"
"1413","65681",1,10,NA,28,"September","2020"
"1414","65686",1,30,NA,186,"September","2020"
"1415","65689",1,83,1,357,"September","2020"
"1416","65704",4,120,2,204,"September","2020"
"1417","65706",6,389,4,1208,"September","2020"
"1418","65708",2,99,2,960,"September","2020"
"1419","65711",7,168,4,527,"September","2020"
"1420","65712",4,220,1,693,"September","2020"
"1421","65713",1,20,NA,171,"September","2020"
"1422","65714",19,1136,12,2524,"September","2020"
"1423","65721",13,1055,7,2217,"September","2020"
"1424","65723",1,10,1,239,"September","2020"
"1425","65725",1,10,1,200,"September","2020"
"1426","65732",1,20,1,184,"September","2020"
"1427","65737",2,100,1,349,"September","2020"
"1428","65738",13,515,10,1533,"September","2020"
"1429","65742",2,83,1,774,"September","2020"
"1430","65746",2,58,1,849,"September","2020"
"1431","65753",1,57,1,326,"September","2020"
"1432","65757",3,185,3,401,"September","2020"
"1433","65759",1,10,1,133,"September","2020"
"1434","65769",1,9,1,202,"September","2020"
"1435","65775",10,410,6,1665,"September","2020"
"1436","65781",3,78,1,497,"September","2020"
"1437","65785",2,30,1,303,"September","2020"
"1438","65791",2,65,1,326,"September","2020"
"1439","65793",4,80,2,121,"September","2020"
"1440","65802",17,1072,13,3504,"September","2020"
"1441","65803",15,792,9,2549,"September","2020"
"1442","65804",23,1744,10,2448,"September","2020"
"1443","65806",9,494,3,546,"September","2020"
"1444","65807",38,2678,23,3089,"September","2020"
"1445","65810",6,384,1,1241,"September","2020"
"1446","65897",1,40,NA,0,"September","2020"
"1447","63005",6,776,1,638,"March","2021"
"1448","63010",14,1074,6,1550,"March","2021"
"1449","63011",14,1928,4,2023,"March","2021"
"1450","63012",3,119,2,1002,"March","2021"
"1451","63013",2,40,1,97,"March","2021"
"1452","63016",1,49,1,547,"March","2021"
"1453","63017",13,1289,5,1462,"March","2021"
"1454","63019",2,114,2,248,"March","2021"
"1455","63020",5,326,4,1042,"March","2021"
"1456","63021",8,891,5,3035,"March","2021"
"1457","63023",1,80,NA,119,"March","2021"
"1458","63025",7,572,4,1280,"March","2021"
"1459","63026",9,911,6,2364,"March","2021"
"1460","63028",6,576,4,1188,"March","2021"
"1461","63031",25,1112,20,2790,"March","2021"
"1462","63033",28,1073,25,2350,"March","2021"
"1463","63034",8,372,5,898,"March","2021"
"1464","63037",2,110,2,94,"March","2021"
"1465","63038",3,283,1,324,"March","2021"
"1466","63039",2,116,1,99,"March","2021"
"1467","63040",3,232,1,536,"March","2021"
"1468","63042",13,856,12,1338,"March","2021"
"1469","63043",7,612,4,759,"March","2021"
"1470","63044",6,301,3,514,"March","2021"
"1471","63045",1,102,NA,203,"March","2021"
"1472","63047",1,36,NA,127,"March","2021"
"1473","63049",8,395,4,1572,"March","2021"
"1474","63050",7,442,7,782,"March","2021"
"1475","63051",5,160,3,745,"March","2021"
"1476","63052",7,449,4,2432,"March","2021"
"1477","63055",1,20,1,56,"March","2021"
"1478","63068",5,139,4,375,"March","2021"
"1479","63069",1,10,NA,795,"March","2021"
"1480","63070",2,130,2,470,"March","2021"
"1481","63072",1,20,NA,418,"March","2021"
"1482","63074",8,290,8,1296,"March","2021"
"1483","63077",4,265,3,465,"March","2021"
"1484","63080",8,280,6,654,"March","2021"
"1485","63084",13,373,8,1145,"March","2021"
"1486","63088",1,149,NA,851,"March","2021"
"1487","63090",5,431,5,1144,"March","2021"
"1488","63103",7,676,2,488,"March","2021"
"1489","63104",16,1109,9,1573,"March","2021"
"1490","63105",7,562,1,544,"March","2021"
"1491","63106",8,496,5,1023,"March","2021"
"1492","63107",10,515,8,393,"March","2021"
"1493","63108",10,415,6,561,"March","2021"
"1494","63109",7,380,1,1349,"March","2021"
"1495","63110",12,1336,6,1020,"March","2021"
"1496","63111",6,213,5,1125,"March","2021"
"1497","63112",17,855,13,1011,"March","2021"
"1498","63113",13,732,13,425,"March","2021"
"1499","63114",17,1181,16,1741,"March","2021"
"1500","63115",20,785,16,1022,"March","2021"
"1501","63116",13,759,6,2415,"March","2021"
"1502","63117",2,143,1,680,"March","2021"
"1503","63118",26,1179,22,2164,"March","2021"
"1504","63119",15,1029,4,1902,"March","2021"
"1505","63120",11,483,10,725,"March","2021"
"1506","63121",17,1018,15,1600,"March","2021"
"1507","63122",17,1625,4,2216,"March","2021"
"1508","63123",8,611,5,2389,"March","2021"
"1509","63124",4,351,NA,790,"March","2021"
"1510","63125",12,587,5,2410,"March","2021"
"1511","63126",4,455,1,834,"March","2021"
"1512","63127",3,314,3,153,"March","2021"
"1513","63128",16,915,6,1410,"March","2021"
"1514","63129",20,1548,11,1875,"March","2021"
"1515","63130",14,1083,11,1297,"March","2021"
"1516","63131",2,250,1,727,"March","2021"
"1517","63132",3,156,3,689,"March","2021"
"1518","63133",10,679,9,746,"March","2021"
"1519","63134",11,489,10,822,"March","2021"
"1520","63135",16,676,14,1104,"March","2021"
"1521","63136",46,2766,37,2962,"March","2021"
"1522","63137",10,641,8,1365,"March","2021"
"1523","63138",16,734,13,1261,"March","2021"
"1524","63139",18,825,8,1573,"March","2021"
"1525","63141",12,1560,3,790,"March","2021"
"1526","63143",4,173,2,489,"March","2021"
"1527","63144",8,670,3,494,"March","2021"
"1528","63146",7,650,6,1606,"March","2021"
"1529","63147",11,585,9,1108,"March","2021"
"1530","63301",23,1486,16,2644,"March","2021"
"1531","63303",14,1279,7,2482,"March","2021"
"1532","63304",14,950,8,2125,"March","2021"
"1533","63332",1,20,NA,218,"March","2021"
"1534","63334",8,321,3,434,"March","2021"
"1535","63336",1,96,1,46,"March","2021"
"1536","63339",1,20,NA,10,"March","2021"
"1537","63341",1,123,1,74,"March","2021"
"1538","63343",2,40,1,241,"March","2021"
"1539","63345",1,10,1,163,"March","2021"
"1540","63348",1,55,NA,356,"March","2021"
"1541","63351",1,10,NA,256,"March","2021"
"1542","63352",2,30,1,220,"March","2021"
"1543","63353",5,203,4,205,"March","2021"
"1544","63357",2,42,1,247,"March","2021"
"1545","63361",2,57,1,224,"March","2021"
"1546","63362",1,60,NA,721,"March","2021"
"1547","63366",19,1299,13,2657,"March","2021"
"1548","63367",10,823,5,1548,"March","2021"
"1549","63368",25,2522,10,2568,"March","2021"
"1550","63376",36,2437,19,4127,"March","2021"
"1551","63377",1,10,NA,91,"March","2021"
"1552","63379",10,511,7,1723,"March","2021"
"1553","63382",2,54,1,130,"March","2021"
"1554","63383",10,327,NA,798,"March","2021"
"1555","63384",1,20,NA,163,"March","2021"
"1556","63385",17,1295,5,3440,"March","2021"
"1557","63389",1,40,1,470,"March","2021"
"1558","63390",2,50,NA,597,"March","2021"
"1559","63401",15,685,7,1218,"March","2021"
"1560","63435",3,44,NA,129,"March","2021"
"1561","63436",1,20,NA,31,"March","2021"
"1562","63441",1,20,1,46,"March","2021"
"1563","63445",8,90,2,157,"March","2021"
"1564","63448",1,10,NA,259,"March","2021"
"1565","63452",2,58,NA,114,"March","2021"
"1566","63456",4,70,3,295,"March","2021"
"1567","63459",5,92,4,101,"March","2021"
"1568","63461",4,68,1,363,"March","2021"
"1569","63462",2,30,NA,140,"March","2021"
"1570","63463",1,10,NA,134,"March","2021"
"1571","63468",2,35,1,233,"March","2021"
"1572","63469",1,20,1,21,"March","2021"
"1573","63472",1,28,1,43,"March","2021"
"1574","63501",9,420,6,940,"March","2021"
"1575","63533",1,10,NA,560,"March","2021"
"1576","63537",4,58,2,179,"March","2021"
"1577","63541",1,28,NA,17,"March","2021"
"1578","63545",1,20,1,98,"March","2021"
"1579","63548",2,20,1,33,"March","2021"
"1580","63552",6,224,5,328,"March","2021"
"1581","63555",5,96,2,92,"March","2021"
"1582","63556",3,50,1,123,"March","2021"
"1583","63559",1,20,NA,145,"March","2021"
"1584","63565",4,100,2,170,"March","2021"
"1585","63601",11,511,10,725,"March","2021"
"1586","63627",2,127,2,317,"March","2021"
"1587","63628",3,158,1,1146,"March","2021"
"1588","63631",1,10,1,40,"March","2021"
"1589","63638",2,28,NA,77,"March","2021"
"1590","63640",16,829,5,1328,"March","2021"
"1591","63645",6,285,3,467,"March","2021"
"1592","63650",1,40,NA,297,"March","2021"
"1593","63653",3,50,2,115,"March","2021"
"1594","63655",1,50,1,35,"March","2021"
"1595","63660",1,150,NA,96,"March","2021"
"1596","63663",1,40,1,635,"March","2021"
"1597","63664",7,252,6,491,"March","2021"
"1598","63670",10,240,4,653,"March","2021"
"1599","63701",12,899,5,1855,"March","2021"
"1600","63703",4,348,4,357,"March","2021"
"1601","63730",2,50,1,171,"March","2021"
"1602","63735",2,88,1,79,"March","2021"
"1603","63740",3,150,2,463,"March","2021"
"1604","63755",11,312,6,1748,"March","2021"
"1605","63760",1,10,NA,69,"March","2021"
"1606","63764",2,85,NA,195,"March","2021"
"1607","63769",1,20,NA,503,"March","2021"
"1608","63771",1,42,1,167,"March","2021"
"1609","63775",18,574,9,921,"March","2021"
"1610","63780",4,122,4,303,"March","2021"
"1611","63787",1,20,1,181,"March","2021"
"1612","63801",21,585,15,1442,"March","2021"
"1613","63822",2,40,2,85,"March","2021"
"1614","63823",1,7,1,47,"March","2021"
"1615","63825",2,34,1,194,"March","2021"
"1616","63827",1,10,NA,19,"March","2021"
"1617","63829",1,41,NA,102,"March","2021"
"1618","63830",5,206,2,343,"March","2021"
"1619","63834",1,80,NA,198,"March","2021"
"1620","63841",11,347,9,553,"March","2021"
"1621","63845",2,108,1,200,"March","2021"
"1622","63848",2,30,2,96,"March","2021"
"1623","63851",3,118,1,307,"March","2021"
"1624","63852",1,20,1,56,"March","2021"
"1625","63857",10,320,6,609,"March","2021"
"1626","63862",1,20,1,531,"March","2021"
"1627","63863",4,199,1,349,"March","2021"
"1628","63867",1,10,1,63,"March","2021"
"1629","63869",3,95,NA,134,"March","2021"
"1630","63870",1,20,NA,77,"March","2021"
"1631","63873",6,97,1,286,"March","2021"
"1632","63876",2,128,NA,187,"March","2021"
"1633","63877",2,60,NA,200,"March","2021"
"1634","63878",1,10,1,38,"March","2021"
"1635","63901",18,993,11,2234,"March","2021"
"1636","63932",2,50,1,298,"March","2021"
"1637","63933",1,15,1,208,"March","2021"
"1638","63935",6,124,5,285,"March","2021"
"1639","63936",1,10,1,101,"March","2021"
"1640","63937",1,40,NA,235,"March","2021"
"1641","63944",3,60,3,35,"March","2021"
"1642","63954",1,19,NA,105,"March","2021"
"1643","63957",2,86,1,518,"March","2021"
"1644","63960",3,50,1,335,"March","2021"
"1645","63961",1,10,NA,257,"March","2021"
"1646","63965",2,65,NA,122,"March","2021"
"1647","64012",16,973,7,1269,"March","2021"
"1648","64014",14,799,5,1531,"March","2021"
"1649","64015",14,907,7,1893,"March","2021"
"1650","64016",2,67,1,347,"March","2021"
"1651","64024",4,348,2,792,"March","2021"
"1652","64029",7,561,5,1516,"March","2021"
"1653","64030",16,1172,7,1412,"March","2021"
"1654","64034",3,117,3,590,"March","2021"
"1655","64037",4,118,2,225,"March","2021"
"1656","64040",3,92,1,146,"March","2021"
"1657","64048",1,10,1,181,"March","2021"
"1658","64050",11,723,9,926,"March","2021"
"1659","64052",7,285,6,1387,"March","2021"
"1660","64053",1,60,1,507,"March","2021"
"1661","64054",1,45,1,494,"March","2021"
"1662","64055",17,1266,11,1258,"March","2021"
"1663","64056",8,552,6,1773,"March","2021"
"1664","64057",7,658,4,476,"March","2021"
"1665","64060",6,496,2,949,"March","2021"
"1666","64062",1,32,NA,318,"March","2021"
"1667","64063",14,1018,3,1468,"March","2021"
"1668","64064",8,963,4,1808,"March","2021"
"1669","64067",5,189,1,272,"March","2021"
"1670","64068",16,1355,8,2207,"March","2021"
"1671","64075",6,373,5,911,"March","2021"
"1672","64076",3,293,2,416,"March","2021"
"1673","64078",3,213,2,465,"March","2021"
"1674","64079",9,600,5,830,"March","2021"
"1675","64080",4,305,1,875,"March","2021"
"1676","64081",8,972,4,1034,"March","2021"
"1677","64082",4,322,2,1267,"March","2021"
"1678","64083",13,1278,5,1730,"March","2021"
"1679","64085",7,122,1,677,"March","2021"
"1680","64086",8,548,4,1239,"March","2021"
"1681","64089",5,387,3,682,"March","2021"
"1682","64093",13,595,7,1521,"March","2021"
"1683","64096",1,32,1,86,"March","2021"
"1684","64097",1,40,NA,67,"March","2021"
"1685","64098",1,10,NA,167,"March","2021"
"1686","64105",2,340,1,53,"March","2021"
"1687","64106",4,307,3,1104,"March","2021"
"1688","64108",7,615,1,491,"March","2021"
"1689","64109",10,1455,6,771,"March","2021"
"1690","64110",10,487,8,1567,"March","2021"
"1691","64111",10,1322,5,475,"March","2021"
"1692","64112",1,67,NA,542,"March","2021"
"1693","64113",4,395,1,923,"March","2021"
"1694","64114",18,2132,4,1478,"March","2021"
"1695","64116",5,364,3,644,"March","2021"
"1696","64117",5,411,2,734,"March","2021"
"1697","64118",14,1073,5,2850,"March","2021"
"1698","64119",7,465,6,1763,"March","2021"
"1699","64123",4,446,2,660,"March","2021"
"1700","64124",4,274,2,1125,"March","2021"
"1701","64126",1,150,NA,476,"March","2021"
"1702","64127",9,965,5,1215,"March","2021"
"1703","64128",12,196,10,588,"March","2021"
"1704","64129",5,206,4,445,"March","2021"
"1705","64130",17,1764,13,1219,"March","2021"
"1706","64131",13,793,8,1589,"March","2021"
"1707","64132",17,923,13,858,"March","2021"
"1708","64133",11,457,7,2096,"March","2021"
"1709","64134",18,1277,13,2537,"March","2021"
"1710","64136",1,99,1,109,"March","2021"
"1711","64137",5,679,2,988,"March","2021"
"1712","64138",16,1068,10,1271,"March","2021"
"1713","64145",2,281,NA,130,"March","2021"
"1714","64146",1,20,1,461,"March","2021"
"1715","64150",1,124,NA,198,"March","2021"
"1716","64151",8,714,4,1204,"March","2021"
"1717","64152",7,269,1,1566,"March","2021"
"1718","64153",2,104,NA,234,"March","2021"
"1719","64154",3,235,1,704,"March","2021"
"1720","64155",14,1113,5,1321,"March","2021"
"1721","64156",3,60,1,475,"March","2021"
"1722","64157",2,122,2,1490,"March","2021"
"1723","64158",4,418,1,201,"March","2021"
"1724","64161",2,403,1,10,"March","2021"
"1725","64402",4,107,1,146,"March","2021"
"1726","64424",4,60,1,242,"March","2021"
"1727","64429",4,150,1,313,"March","2021"
"1728","64439",1,78,NA,79,"March","2021"
"1729","64444",1,48,NA,40,"March","2021"
"1730","64448",2,30,NA,296,"March","2021"
"1731","64454",3,90,2,111,"March","2021"
"1732","64456",1,20,NA,165,"March","2021"
"1733","64463",2,58,2,112,"March","2021"
"1734","64465",3,89,2,190,"March","2021"
"1735","64466",1,20,NA,8,"March","2021"
"1736","64468",8,378,3,478,"March","2021"
"1737","64469",1,20,NA,92,"March","2021"
"1738","64470",1,20,NA,266,"March","2021"
"1739","64476",1,20,NA,593,"March","2021"
"1740","64477",3,50,NA,101,"March","2021"
"1741","64482",1,40,NA,592,"March","2021"
"1742","64485",5,288,1,466,"March","2021"
"1743","64489",4,50,1,181,"March","2021"
"1744","64501",6,245,5,1074,"March","2021"
"1745","64503",7,285,6,1022,"March","2021"
"1746","64504",3,50,2,999,"March","2021"
"1747","64505",4,229,2,695,"March","2021"
"1748","64506",8,430,4,1005,"March","2021"
"1749","64507",9,369,6,1333,"March","2021"
"1750","64601",12,401,6,526,"March","2021"
"1751","64628",6,125,1,333,"March","2021"
"1752","64633",7,219,2,1173,"March","2021"
"1753","64640",1,99,NA,201,"March","2021"
"1754","64644",4,60,1,217,"March","2021"
"1755","64648",1,30,1,59,"March","2021"
"1756","64658",4,30,2,219,"March","2021"
"1757","64659",1,10,NA,48,"March","2021"
"1758","64673",1,10,NA,125,"March","2021"
"1759","64683",4,167,2,373,"March","2021"
"1760","64701",7,256,3,906,"March","2021"
"1761","64720",2,40,NA,266,"March","2021"
"1762","64724",2,60,1,162,"March","2021"
"1763","64725",3,103,2,122,"March","2021"
"1764","64728",1,50,NA,262,"March","2021"
"1765","64730",4,62,2,459,"March","2021"
"1766","64735",6,408,4,561,"March","2021"
"1767","64742",1,10,NA,76,"March","2021"
"1768","64744",5,114,2,235,"March","2021"
"1769","64747",1,30,1,298,"March","2021"
"1770","64752",1,20,1,373,"March","2021"
"1771","64759",9,184,2,393,"March","2021"
"1772","64761",2,100,2,40,"March","2021"
"1773","64772",15,357,6,1281,"March","2021"
"1774","64779",1,20,1,283,"March","2021"
"1775","64801",21,1144,17,2006,"March","2021"
"1776","64804",20,1117,12,1791,"March","2021"
"1777","64831",4,92,1,289,"March","2021"
"1778","64834",6,228,2,778,"March","2021"
"1779","64835",1,60,1,101,"March","2021"
"1780","64836",7,350,NA,1410,"March","2021"
"1781","64840",1,20,1,277,"March","2021"
"1782","64843",1,10,NA,159,"March","2021"
"1783","64844",3,82,2,368,"March","2021"
"1784","64850",12,416,8,1281,"March","2021"
"1785","64854",3,94,2,192,"March","2021"
"1786","64856",1,10,1,152,"March","2021"
"1787","64861",1,19,NA,30,"March","2021"
"1788","64862",4,123,3,640,"March","2021"
"1789","64863",1,4,NA,337,"March","2021"
"1790","64865",5,50,2,317,"March","2021"
"1791","64870",12,453,5,1181,"March","2021"
"1792","65010",10,314,1,243,"March","2021"
"1793","65013",2,40,1,68,"March","2021"
"1794","65016",2,20,NA,74,"March","2021"
"1795","65018",16,318,7,387,"March","2021"
"1796","65020",12,480,7,534,"March","2021"
"1797","65024",2,25,1,30,"March","2021"
"1798","65026",8,225,1,564,"March","2021"
"1799","65035",1,10,NA,247,"March","2021"
"1800","65038",1,70,1,NA,"March","2021"
"1801","65039",1,10,NA,212,"March","2021"
"1802","65041",5,88,1,253,"March","2021"
"1803","65043",7,272,6,543,"March","2021"
"1804","65046",1,20,NA,247,"March","2021"
"1805","65049",6,259,3,467,"March","2021"
"1806","65051",9,173,3,190,"March","2021"
"1807","65052",3,127,2,87,"March","2021"
"1808","65054",3,150,2,62,"March","2021"
"1809","65063",4,110,2,620,"March","2021"
"1810","65065",3,289,2,284,"March","2021"
"1811","65066",5,150,3,209,"March","2021"
"1812","65074",2,30,NA,143,"March","2021"
"1813","65075",2,20,NA,83,"March","2021"
"1814","65076",2,30,1,57,"March","2021"
"1815","65078",1,14,NA,110,"March","2021"
"1816","65081",2,97,1,116,"March","2021"
"1817","65082",1,20,NA,116,"March","2021"
"1818","65084",1,88,1,296,"March","2021"
"1819","65085",1,58,1,586,"March","2021"
"1820","65101",29,1763,16,1807,"March","2021"
"1821","65109",29,1719,11,2743,"March","2021"
"1822","65201",38,1939,17,1850,"March","2021"
"1823","65202",42,1290,21,3185,"March","2021"
"1824","65203",59,3156,25,3694,"March","2021"
"1825","65211",1,80,1,NA,"March","2021"
"1826","65231",3,30,NA,159,"March","2021"
"1827","65233",13,358,7,816,"March","2021"
"1828","65236",2,52,1,90,"March","2021"
"1829","65239",1,10,1,61,"March","2021"
"1830","65240",11,211,1,561,"March","2021"
"1831","65248",7,86,2,307,"March","2021"
"1832","65251",12,400,7,765,"March","2021"
"1833","65254",2,30,1,162,"March","2021"
"1834","65255",8,207,3,1018,"March","2021"
"1835","65256",2,80,1,70,"March","2021"
"1836","65259",2,30,2,189,"March","2021"
"1837","65261",1,10,NA,95,"March","2021"
"1838","65262",1,63,1,218,"March","2021"
"1839","65265",16,297,4,920,"March","2021"
"1840","65270",12,455,9,1048,"March","2021"
"1841","65275",4,114,2,243,"March","2021"
"1842","65281",5,78,3,153,"March","2021"
"1843","65284",1,43,1,279,"March","2021"
"1844","65301",23,1324,15,1857,"March","2021"
"1845","65323",1,90,1,44,"March","2021"
"1846","65325",4,155,1,394,"March","2021"
"1847","65327",1,10,NA,25,"March","2021"
"1848","65332",1,60,1,220,"March","2021"
"1849","65336",7,303,NA,328,"March","2021"
"1850","65337",1,60,1,179,"March","2021"
"1851","65338",2,60,2,140,"March","2021"
"1852","65340",7,130,2,886,"March","2021"
"1853","65350",1,99,1,127,"March","2021"
"1854","65355",3,131,3,319,"March","2021"
"1855","65360",2,48,2,120,"March","2021"
"1856","65401",13,777,6,1459,"March","2021"
"1857","65441",2,30,NA,321,"March","2021"
"1858","65452",1,40,1,585,"March","2021"
"1859","65453",5,265,2,353,"March","2021"
"1860","65459",3,40,NA,1021,"March","2021"
"1861","65483",3,89,2,226,"March","2021"
"1862","65486",4,99,1,165,"March","2021"
"1863","65536",15,592,11,1501,"March","2021"
"1864","65542",5,110,1,139,"March","2021"
"1865","65548",2,60,2,212,"March","2021"
"1866","65556",1,26,NA,327,"March","2021"
"1867","65559",3,53,1,581,"March","2021"
"1868","65560",5,276,4,735,"March","2021"
"1869","65565",4,94,3,202,"March","2021"
"1870","65567",1,40,NA,86,"March","2021"
"1871","65570",1,20,NA,53,"March","2021"
"1872","65571",1,48,1,14,"March","2021"
"1873","65582",3,40,1,96,"March","2021"
"1874","65583",9,599,6,600,"March","2021"
